row_id,pred_1,pred_2,pred_3
2265,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
29705,False_Neither:NA,False_Misconception:Tacking,False_Misconception:Subtraction
30802,True_Neither:NA,True_Correct:NA,True_Misconception:SwapDividend
22569,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
16970,True_Correct:NA,True_Neither:NA,True_Misconception:Duplication
13534,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
19133,False_Misconception:Duplication,False_Neither:NA,False_Misconception:Wrong_Operation
22268,True_Correct:NA,True_Neither:NA,True_Misconception:Adding_across
14786,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
35339,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
35405,True_Correct:NA,True_Neither:NA,True_Misconception:Multiplying_by_4
23918,True_Neither:NA,True_Correct:NA,True_Misconception:SwapDividend
1588,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
27009,False_Neither:NA,False_Misconception:Positive,False_Misconception:Additive
31570,False_Misconception:Positive,False_Neither:NA,False_Misconception:Tacking
11438,False_Misconception:Additive,False_Neither:NA,True_Misconception:Additive
30202,True_Correct:NA,True_Neither:NA,True_Misconception:Positive
32526,False_Neither:NA,False_Misconception:Firstterm,False_Misconception:Wrong_term
30838,True_Neither:NA,True_Correct:NA,True_Misconception:Tacking
30504,True_Correct:NA,True_Misconception:Positive,True_Neither:NA
273,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
34625,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
25157,True_Neither:NA,True_Correct:NA,True_Misconception:Tacking
7306,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
33992,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
6925,True_Correct:NA,True_Neither:NA,False_Neither:NA
21968,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
34482,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
10660,True_Neither:NA,True_Correct:NA,True_Misconception:Additive
30170,True_Neither:NA,True_Misconception:Tacking,True_Correct:NA
1661,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
33735,True_Neither:NA,True_Correct:NA,True_Misconception:Firstterm
12092,False_Neither:NA,False_Misconception:Additive,False_Misconception:Wrong_term
16699,True_Correct:NA,True_Neither:NA,True_Misconception:Duplication
25838,False_Neither:NA,False_Misconception:Denominator-only_change,False_Misconception:Irrelevant
14876,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
2133,True_Neither:NA,True_Misconception:WNB,True_Correct:NA
11414,False_Misconception:Additive,False_Neither:NA,True_Misconception:Additive
4707,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
263,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
27212,False_Misconception:Subtraction,False_Neither:NA,False_Correct:NA
21680,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
4,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
19647,False_Misconception:Inversion,False_Neither:NA,False_Misconception:Duplication
8639,False_Neither:NA,False_Misconception:Wrong_Fraction,False_Correct:NA
23170,False_Neither:NA,False_Misconception:Wrong_fraction,False_Misconception:Incomplete
28790,True_Neither:NA,True_Correct:NA,True_Misconception:Definition
35028,True_Correct:NA,True_Neither:NA,True_Misconception:Multiplying_by_4
18127,True_Neither:NA,True_Correct:NA,True_Misconception:SwapDividend
28303,False_Misconception:Unknowable,False_Neither:NA,False_Misconception:Interior
32500,False_Misconception:Wrong_term,False_Neither:NA,False_Correct:NA
10887,False_Misconception:Irrelevant,False_Neither:NA,True_Misconception:Irrelevant
7293,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
26383,True_Correct:NA,True_Neither:NA,True_Misconception:Division
28214,False_Misconception:Unknowable,False_Neither:NA,False_Misconception:Wrong_term
6390,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
25878,False_Neither:NA,False_Misconception:Denominator-only_change,False_Misconception:Adding_across
3219,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
36494,False_Neither:NA,False_Misconception:Scale,False_Misconception:Certainty
25300,False_Neither:NA,False_Correct:NA,False_Misconception:Incorrect_equivalent_fraction_addition
23978,True_Neither:NA,True_Correct:NA,False_Neither:NA
3063,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
22450,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
34033,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
30379,True_Neither:NA,True_Correct:NA,False_Neither:NA
8615,False_Neither:NA,False_Misconception:Wrong_Fraction,False_Misconception:Incomplete
34906,False_Neither:NA,False_Misconception:Firstterm,False_Correct:NA
21717,True_Neither:NA,True_Correct:NA,True_Misconception:Irrelevant
24186,True_Neither:NA,True_Correct:NA,True_Misconception:Inversion
4968,False_Misconception:Mult,False_Neither:NA,False_Misconception:SwapDividend
34011,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
8278,False_Misconception:Wrong_Fraction,False_Neither:NA,False_Correct:NA
6215,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
2237,True_Correct:NA,True_Misconception:Incomplete,True_Neither:NA
13710,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
7567,False_Neither:NA,False_Misconception:SwapDividend,False_Misconception:FlipChange
2541,False_Misconception:WNB,False_Neither:NA,False_Correct:NA
21051,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
21465,True_Neither:NA,True_Correct:NA,True_Misconception:Shorter_is_bigger
3914,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
8146,False_Neither:NA,False_Misconception:Incomplete,False_Misconception:Irrelevant
19374,False_Misconception:Inversion,False_Neither:NA,False_Correct:NA
30545,True_Neither:NA,True_Misconception:Tacking,True_Correct:NA
2213,True_Neither:NA,True_Correct:NA,True_Misconception:Division
28814,True_Neither:NA,True_Correct:NA,True_Misconception:Irrelevant
22806,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
18600,False_Neither:NA,False_Misconception:Duplication,False_Correct:NA
15388,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
20757,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
24663,True_Correct:NA,True_Neither:NA,True_Misconception:FlipChange
8404,False_Misconception:Wrong_Fraction,False_Neither:NA,False_Misconception:Inverse_operation
19102,False_Neither:NA,False_Misconception:Longer_is_bigger,False_Misconception:Duplication
26433,True_Neither:NA,True_Misconception:Shorter_is_bigger,True_Misconception:Division
33490,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
22321,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
4170,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
11107,False_Neither:NA,False_Misconception:Irrelevant,False_Misconception:Scale
24380,True_Correct:NA,True_Neither:NA,True_Misconception:Incorrect_equivalent_fraction_addition
35592,False_Misconception:Multiplying_by_4,False_Neither:NA,False_Misconception:Base_rate
34924,False_Misconception:Firstterm,False_Neither:NA,False_Correct:NA
21813,True_Correct:NA,True_Neither:NA,True_Misconception:Inversion
24359,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
959,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
16367,False_Misconception:Not_variable,False_Neither:NA,False_Correct:NA
8707,False_Neither:NA,False_Misconception:Irrelevant,False_Misconception:Incomplete
12309,False_Misconception:Additive,True_Misconception:Additive,False_Neither:NA
34099,True_Neither:NA,True_Correct:NA,False_Neither:NA
9998,True_Correct:NA,True_Neither:NA,False_Neither:NA
20826,True_Correct:NA,True_Neither:NA,True_Misconception:Shorter_is_bigger
608,True_Correct:NA,True_Neither:NA,True_Misconception:WNB
32782,False_Neither:NA,False_Misconception:Firstterm,False_Misconception:Wrong_term
12022,False_Misconception:Additive,False_Neither:NA,True_Misconception:Additive
11794,False_Misconception:Additive,True_Misconception:Additive,False_Neither:NA
8326,False_Neither:NA,False_Misconception:Wrong_Fraction,False_Misconception:Incomplete
21896,True_Correct:NA,True_Neither:NA,True_Misconception:Shorter_is_bigger
29789,False_Misconception:Tacking,True_Misconception:Tacking,False_Neither:NA
21024,True_Neither:NA,True_Correct:NA,True_Misconception:Inversion
11713,False_Misconception:Additive,False_Neither:NA,False_Misconception:Not_variable
35850,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
7402,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
20883,True_Correct:NA,True_Neither:NA,True_Misconception:Shorter_is_bigger
2445,False_Neither:NA,False_Misconception:Irrelevant,False_Correct:NA
791,True_Neither:NA,True_Correct:NA,False_Misconception:Incomplete
24227,True_Neither:NA,True_Correct:NA,True_Misconception:Denominator-only_change
4519,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
17843,True_Correct:NA,True_Neither:NA,True_Misconception:Inversion
2029,True_Neither:NA,True_Correct:NA,True_Misconception:WNB
3189,False_Misconception:Incomplete,False_Neither:NA,False_Misconception:WNB
16435,False_Misconception:Not_variable,False_Neither:NA,False_Misconception:Inverse_operation
12287,False_Misconception:Additive,False_Neither:NA,True_Misconception:Additive
34280,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
8880,False_Neither:NA,False_Misconception:Mult,False_Misconception:Irrelevant
23634,True_Neither:NA,True_Correct:NA,True_Misconception:Denominator-only_change
4650,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
15490,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
24166,True_Correct:NA,True_Neither:NA,True_Misconception:Denominator-only_change
14486,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
3799,False_Neither:NA,False_Misconception:Incomplete,False_Correct:NA
9525,True_Neither:NA,True_Correct:NA,True_Misconception:Tacking
24061,True_Correct:NA,True_Neither:NA,True_Misconception:Denominator-only_change
8471,False_Misconception:Wrong_Fraction,False_Neither:NA,False_Misconception:Inverse_operation
725,True_Neither:NA,True_Correct:NA,True_Misconception:WNB
8059,False_Neither:NA,False_Misconception:Incomplete,False_Correct:NA
21772,True_Neither:NA,True_Correct:NA,True_Misconception:Irrelevant
36016,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
19079,False_Neither:NA,False_Misconception:Duplication,False_Misconception:Inversion
2867,False_Neither:NA,False_Correct:NA,False_Misconception:WNB
26106,False_Misconception:Adding_across,False_Neither:NA,False_Misconception:Denominator-only_change
36014,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
8087,False_Misconception:Incomplete,False_Neither:NA,False_Misconception:Division
35444,True_Correct:NA,True_Neither:NA,True_Misconception:Division
22001,True_Neither:NA,True_Correct:NA,True_Misconception:Shorter_is_bigger
17720,True_Correct:NA,True_Neither:NA,True_Misconception:Duplication
34420,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
6419,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
12082,False_Neither:NA,False_Misconception:Irrelevant,False_Misconception:Additive
911,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
26881,True_Correct:NA,True_Neither:NA,True_Misconception:Division
14284,False_Neither:NA,False_Misconception:WNB,False_Misconception:Additive
33438,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
7638,False_Misconception:SwapDividend,False_Misconception:FlipChange,False_Neither:NA
25787,False_Neither:NA,False_Misconception:Adding_across,False_Misconception:Denominator-only_change
10499,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
7090,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
34871,False_Neither:NA,False_Misconception:Wrong_term,False_Misconception:Definition
17746,True_Correct:NA,True_Neither:NA,True_Misconception:Duplication
36316,False_Neither:NA,False_Misconception:Scale,False_Misconception:Certainty
16372,False_Misconception:Not_variable,False_Neither:NA,False_Misconception:Inverse_operation
30261,True_Misconception:Tacking,True_Neither:NA,True_Misconception:Denominator-only_change
13630,True_Correct:NA,True_Neither:NA,True_Misconception:Irrelevant
20870,True_Correct:NA,True_Neither:NA,True_Misconception:Inversion
22802,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
4641,False_Neither:NA,False_Misconception:Incomplete,False_Correct:NA
23427,False_Misconception:Wrong_fraction,False_Neither:NA,False_Misconception:Irrelevant
17687,True_Correct:NA,True_Neither:NA,True_Misconception:Incorrect_equivalent_fraction_addition
12711,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
24640,True_Correct:NA,True_Neither:NA,True_Misconception:FlipChange
10261,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
10038,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
27102,False_Misconception:Division,False_Neither:NA,False_Misconception:Subtraction
31357,True_Correct:NA,True_Neither:NA,True_Misconception:Positive
3220,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
31580,False_Misconception:Positive,False_Neither:NA,False_Correct:NA
22186,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
10453,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
18273,False_Misconception:Duplication,False_Neither:NA,False_Misconception:Inversion
27750,False_Misconception:Subtraction,False_Neither:NA,False_Misconception:Division
2357,False_Misconception:WNB,False_Neither:NA,False_Misconception:Incomplete
16068,True_Correct:NA,True_Neither:NA,True_Misconception:Duplication
5354,False_Misconception:Mult,False_Neither:NA,False_Misconception:SwapDividend
15598,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
36308,False_Misconception:Scale,False_Neither:NA,False_Misconception:Certainty
18303,False_Misconception:Duplication,False_Neither:NA,False_Misconception:Inversion
3673,False_Misconception:Incomplete,False_Neither:NA,False_Misconception:WNB
1912,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
5925,True_Neither:NA,True_Correct:NA,True_Misconception:FlipChange
32786,False_Neither:NA,False_Misconception:Firstterm,False_Misconception:Wrong_term
18003,True_Neither:NA,True_Correct:NA,True_Misconception:Inversion
22530,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
24444,True_Neither:NA,True_Correct:NA,False_Neither:NA
27978,False_Misconception:Subtraction,False_Neither:NA,False_Misconception:Additive
4351,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
21726,True_Neither:NA,True_Correct:NA,True_Misconception:Shorter_is_bigger
28514,False_Misconception:Unknowable,False_Neither:NA,False_Misconception:Certainty
1710,True_Correct:NA,True_Neither:NA,True_Misconception:WNB
13192,True_Correct:NA,True_Neither:NA,True_Misconception:Irrelevant
1348,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
6904,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
14427,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
12599,True_Correct:NA,True_Neither:NA,True_Misconception:Irrelevant
29260,False_Neither:NA,False_Misconception:Definition,False_Misconception:Unknowable
27347,False_Misconception:Subtraction,False_Neither:NA,False_Misconception:Division
30039,False_Neither:NA,False_Misconception:Positive,False_Misconception:Tacking
33618,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
21298,True_Correct:NA,True_Neither:NA,True_Misconception:Inversion
22898,False_Neither:NA,False_Misconception:Incomplete,False_Misconception:Subtraction
35923,True_Neither:NA,True_Correct:NA,True_Misconception:Definition
1771,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
10670,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
34023,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
33374,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
30107,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
11546,False_Misconception:Additive,False_Neither:NA,True_Misconception:Additive
26989,False_Neither:NA,False_Misconception:Subtraction,False_Misconception:Adding_across
20712,True_Neither:NA,True_Correct:NA,False_Misconception:Whole_numbers_larger
11832,False_Misconception:Additive,False_Neither:NA,True_Misconception:Additive
24213,True_Correct:NA,True_Neither:NA,True_Misconception:Duplication
11693,False_Misconception:Additive,False_Neither:NA,True_Misconception:Additive
35350,True_Neither:NA,True_Correct:NA,True_Misconception:SwapDividend
30426,True_Correct:NA,True_Neither:NA,True_Misconception:Tacking
34085,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
24855,True_Correct:NA,True_Neither:NA,True_Misconception:Denominator-only_change
1253,True_Neither:NA,True_Correct:NA,True_Misconception:WNB
32140,False_Misconception:Positive,False_Neither:NA,False_Misconception:Tacking
29889,False_Neither:NA,False_Misconception:Positive,False_Misconception:Tacking
34208,True_Neither:NA,True_Correct:NA,True_Misconception:Wrong_term
12918,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
4900,False_Neither:NA,False_Misconception:Mult,False_Misconception:SwapDividend
17362,True_Correct:NA,True_Neither:NA,True_Misconception:Duplication
8920,False_Neither:NA,False_Misconception:Irrelevant,False_Correct:NA
21743,True_Correct:NA,True_Neither:NA,True_Misconception:Inversion
11598,False_Misconception:Additive,True_Misconception:Additive,False_Neither:NA
4471,False_Misconception:Incomplete,False_Misconception:WNB,False_Neither:NA
12507,False_Misconception:Additive,False_Neither:NA,True_Misconception:Additive
18404,False_Neither:NA,False_Correct:NA,False_Misconception:Wrong_Operation
27584,False_Misconception:Subtraction,False_Neither:NA,False_Misconception:Division
13633,True_Correct:NA,True_Neither:NA,True_Misconception:Incorrect_equivalent_fraction_addition
30251,True_Correct:NA,True_Neither:NA,True_Misconception:Tacking
20137,False_Misconception:Whole_numbers_larger,False_Neither:NA,False_Misconception:Shorter_is_bigger
30002,False_Neither:NA,False_Misconception:Tacking,False_Misconception:Positive
29457,False_Neither:NA,False_Misconception:Tacking,False_Misconception:Positive
31977,False_Neither:NA,False_Misconception:Positive,False_Misconception:Tacking
1731,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
1707,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
7270,True_Neither:NA,True_Correct:NA,True_Misconception:Mult
28351,False_Neither:NA,False_Misconception:Unknowable,False_Misconception:Interior
35752,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
4229,False_Neither:NA,False_Misconception:Incomplete,False_Correct:NA
30793,True_Neither:NA,True_Correct:NA,True_Misconception:Tacking
4082,False_Neither:NA,False_Misconception:Incomplete,False_Misconception:Wrong_term
24263,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
4636,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
70,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
25399,False_Neither:NA,False_Misconception:Denominator-only_change,False_Misconception:Adding_across
19801,False_Neither:NA,False_Misconception:Shorter_is_bigger,False_Misconception:Whole_numbers_larger
19746,False_Misconception:Whole_numbers_larger,False_Neither:NA,False_Misconception:Shorter_is_bigger
14612,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
3615,False_Misconception:Incomplete,False_Neither:NA,False_Misconception:WNB
843,True_Neither:NA,True_Correct:NA,True_Misconception:WNB
6948,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
13462,True_Neither:NA,True_Misconception:Additive,False_Neither:NA
30160,True_Correct:NA,True_Neither:NA,True_Misconception:Tacking
14402,False_Misconception:WNB,False_Neither:NA,False_Misconception:Additive
25546,False_Misconception:Denominator-only_change,False_Misconception:Adding_across,False_Neither:NA
19759,False_Misconception:Whole_numbers_larger,False_Neither:NA,False_Misconception:Longer_is_bigger
7063,True_Neither:NA,True_Correct:NA,True_Misconception:SwapDividend
24463,True_Correct:NA,True_Neither:NA,True_Misconception:Incorrect_equivalent_fraction_addition
27679,False_Neither:NA,False_Misconception:Subtraction,False_Misconception:Division
18965,False_Neither:NA,False_Misconception:Duplication,False_Misconception:Wrong_Operation
26953,True_Correct:NA,True_Neither:NA,True_Misconception:Division
32867,False_Neither:NA,False_Misconception:Wrong_term,False_Misconception:Firstterm
19009,False_Misconception:Duplication,False_Neither:NA,False_Misconception:Wrong_Operation
16592,True_Neither:NA,True_Correct:NA,True_Misconception:Duplication
29590,False_Neither:NA,False_Misconception:Positive,False_Misconception:Tacking
11355,False_Misconception:Irrelevant,False_Neither:NA,False_Misconception:Additive
32264,False_Neither:NA,False_Misconception:Positive,False_Misconception:Tacking
20041,False_Misconception:Whole_numbers_larger,False_Neither:NA,False_Misconception:Longer_is_bigger
19718,False_Misconception:Whole_numbers_larger,False_Neither:NA,False_Misconception:Shorter_is_bigger
25206,True_Neither:NA,True_Correct:NA,True_Misconception:Inversion
23364,False_Misconception:Wrong_fraction,False_Correct:NA,False_Neither:NA
12272,False_Misconception:Additive,False_Neither:NA,True_Misconception:Additive
12904,True_Neither:NA,True_Misconception:Irrelevant,True_Misconception:Additive
4214,False_Neither:NA,False_Misconception:Incomplete,False_Misconception:Irrelevant
31527,False_Misconception:Positive,False_Neither:NA,False_Correct:NA
34032,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
83,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
14788,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
16639,True_Correct:NA,True_Neither:NA,True_Misconception:Duplication
18377,False_Misconception:Duplication,False_Neither:NA,False_Correct:NA
3922,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
19024,False_Misconception:Duplication,False_Neither:NA,False_Misconception:Inversion
9545,True_Correct:NA,True_Neither:NA,True_Misconception:Division
842,True_Correct:NA,True_Neither:NA,True_Misconception:WNB
17041,True_Correct:NA,True_Neither:NA,True_Misconception:Duplication
28360,False_Misconception:Unknowable,False_Neither:NA,False_Correct:NA
32942,False_Misconception:Wrong_term,False_Neither:NA,False_Correct:NA
27432,False_Misconception:Subtraction,False_Neither:NA,False_Misconception:Additive
36529,False_Misconception:Scale,False_Neither:NA,False_Misconception:Certainty
32380,False_Neither:NA,False_Misconception:Wrong_term,False_Misconception:Incomplete
34109,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
33712,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
7565,False_Neither:NA,False_Misconception:Mult,False_Misconception:SwapDividend
5356,False_Misconception:FlipChange,False_Misconception:SwapDividend,False_Neither:NA
32011,False_Misconception:Positive,False_Neither:NA,False_Correct:NA
17851,True_Correct:NA,True_Neither:NA,True_Misconception:Division
9550,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
35244,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
32903,False_Misconception:Wrong_term,False_Neither:NA,False_Correct:NA
3928,False_Misconception:WNB,False_Misconception:Incomplete,False_Neither:NA
12831,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
12915,True_Correct:NA,True_Neither:NA,True_Misconception:Irrelevant
25691,False_Misconception:Denominator-only_change,False_Neither:NA,False_Misconception:Inversion
33211,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
2592,False_Misconception:WNB,False_Neither:NA,False_Misconception:Incomplete
13484,True_Neither:NA,True_Misconception:Additive,True_Correct:NA
29646,False_Neither:NA,False_Misconception:Positive,False_Misconception:Tacking
29404,False_Neither:NA,False_Misconception:Positive,False_Misconception:Tacking
23163,False_Misconception:Wrong_fraction,False_Neither:NA,False_Correct:NA
34844,False_Neither:NA,False_Misconception:Wrong_term,False_Misconception:Firstterm
28510,False_Misconception:Unknowable,False_Neither:NA,False_Misconception:Interior
22210,True_Neither:NA,True_Correct:NA,True_Misconception:SwapDividend
31767,False_Neither:NA,False_Misconception:Positive,False_Correct:NA
8604,False_Misconception:Wrong_Fraction,False_Neither:NA,False_Misconception:Inverse_operation
28556,True_Correct:NA,True_Neither:NA,True_Misconception:Incorrect_equivalent_fraction_addition
1457,True_Neither:NA,True_Correct:NA,True_Misconception:WNB
35324,True_Correct:NA,True_Neither:NA,True_Misconception:Division
13745,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
21528,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
15772,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
23353,False_Neither:NA,False_Misconception:Wrong_fraction,False_Misconception:Incomplete
14631,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
14121,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
11477,False_Neither:NA,False_Misconception:Irrelevant,False_Misconception:Additive
34288,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
19756,False_Misconception:Whole_numbers_larger,False_Neither:NA,False_Misconception:Shorter_is_bigger
16545,False_Neither:NA,False_Misconception:Certainty,False_Misconception:Unknowable
26682,True_Neither:NA,True_Correct:NA,True_Misconception:Division
31285,True_Correct:NA,True_Neither:NA,True_Misconception:Additive
35454,True_Neither:NA,True_Correct:NA,True_Misconception:SwapDividend
12216,False_Misconception:Additive,True_Misconception:Additive,False_Neither:NA
23045,False_Neither:NA,False_Misconception:Wrong_fraction,False_Correct:NA
14335,False_Neither:NA,False_Misconception:WNB,False_Misconception:Additive
